slug,words,dup_pct,src_pct,src
ekspozitsiya-massandrovskogo-dvortsa-muzeya,902,64,64,https://jalita.com/big_yalta/massandra/exposition.shtml
peshhery-chatyr-daga,699,64,54,https://jalita.com/big_yalta/forest/chatyr-dag_cave.shtml
ekspozitsiya-massandrovskogo-dvortsa-muzeya-6,282,63,63,https://jalita.com/big_yalta/massandra/exposition.shtml
peshhera-dzhur-dzhur,237,63,63,https://jalita.com/guidebook/cave_crimea/djur-djur_cave.shtml
fontan-slyoz-v-nikitskom-botanicheskom-sadu,90,61,61,https://jalita.com/big_yalta/nikita/monuments.shtml
obelisk-v-alushte-nad-bratskoj-mogiloj,103,61,61,https://jalita.com/big_yalta/road/alushta.shtml
dom-muzej-a-p-chehova-v-yalte-5,1177,60,60,https://jalita.com/big_yalta/chehov/living_room.shtml
istoriya-stroitelstva-massandrovskogo-dvortsa,1255,60,60,https://jalita.com/big_yalta/massandra/bushar.shtml
partizanskij-rodnik-ladoshki,277,60,52,https://jalita.com/guidebook/crimea/dolgoruk-yayla_slide.shtml
peshehodno-velosipednaya-tropa-evrejskaya,248,54,54,https://jalita.com/big_yalta/simeiz/evreika.shtml
drevnosti-dolgorukovskoj-yajly,1137,53,52,https://jalita.com/guidebook/crimea/dolgoruk-yayla_ancient.shtml
balan-kaya,102,51,51,https://jalita.com/big_yalta/yalta/balan-kaya.shtml
genuezskaya-krepost-v-gurzufe,432,50,44,https://jalita.com/big_yalta/gurzuf/history_1.shtml
zemlyatresenie-1927-goda-v-yalte,156,50,44,https://jalita.com/big_yalta/swallow_nest/earthquake.shtml
korabl-spetsialnogo-naznacheniya-krym,126,46,46,https://jalita.com/big_yalta/yalta/ship_crimea.shtml
kurgan-slavy,439,44,23,https://jalita.com/guidebook/crimea/partisan.shtml
klimat-laspi,324,40,40,https://jalita.com/big_yalta/laspi/index.shtml
alupka,1163,39,26,https://jalita.com/big_yalta/alupka/alupka_1.shtml
massandrovskij-park,723,35,28,https://jalita.com/big_yalta/massandra/park_massandra.shtml
peshhera-kizil-koba-krasnaya,475,30,30,https://jalita.com/guidebook/landscape/kizil-koba.shtml
skaly-bliznetsy-u-gurzufa,608,30,30,https://jalita.com/big_yalta/gurzuf/adalary.shtml
gurzufskaya-dolina,1877,29,18,https://jalita.com/big_yalta/gurzuf/roman-kosh.shtml
bedene-kyr,159,27,27,https://jalita.com/big_yalta/forest/bedene-kyr.shtml
prirodnye-dostoprimechatelnosti-mysa-aj-todor,444,24,24,https://jalita.com/big_yalta/swallow_nest/ai-todor.shtml
zmeinaya-peshhera-grot,534,20,13,https://jalita.com/guidebook/cave_crimea/snake_cave.shtml
peshhery-dolgorukovskoj-yajly,160,18,18,https://jalita.com/guidebook/crimea/dolgoruk-yayla.shtml
bajdarskie-vorota,487,17,9,https://jalita.com/big_yalta/simeiz/index.shtml
kachi-kalon-2,254,15,15,https://jalita.com/guidebook/cave/kachi-kalion.shtml
ayanskaya-peshhera,444,14,14,https://jalita.com/guidebook/river/ayan.shtml
otrog-limen-burun,500,13,10,https://jalita.com/big_yalta/swallow_nest/ai-todor.shtml
peshhery-yaltinskoj-yajly,100,13,13,https://jalita.com/guidebook/cave_crimea/iograf.shtml
kiziltash,241,11,6,https://jalita.com/big_yalta/gurzuf/krasnokamenka.shtml
krasnyj-kamen-skala,768,10,9,https://jalita.com/big_yalta/gurzuf/krasnokamenka.shtml
otradnoe,213,10,10,https://jalita.com/big_yalta/massandra/otradnoe.shtml
lastochkino-gnezdo,1764,8,4,https://jalita.com/big_yalta/swallow_nest/earthquake.shtml
gaspra,601,7,7,https://jalita.com/big_yalta/mishor/index.shtml
nikitskij-botanicheskij-sad-rekordy-interesnye-fakty,674,7,7,https://jalita.com/guidebook/facts/index.shtml
peshhery-babugana,178,7,7,https://jalita.com/big_yalta/gurzuf/babugan-yaila.shtml
skelskie-mengiry,459,7,7,https://jalita.com/guidebook/balaklava/rodnikovoe.shtml
muzei-kryma,85,6,4,https://jalita.com/guidebook/bakhchisaray/muzey_nagayevskoy_romma.shtml
bolshoj-kanon-kryma,736,5,4,https://jalita.com/guidebook/landscape/big_canyon_crimea.shtml
ifigeniya-skala,379,5,5,https://jalita.com/guidebook/landscape/rock_ifigenia.shtml
verhnij-kastropol-i-skala-ifigeniya,451,5,5,https://jalita.com/big_yalta/kastropol/index.shtml
avunda-avinda-gora,330,4,4,https://jalita.com/big_yalta/gurzuf/gurzuf_saddle.shtml
peshhernyj-gorod-mangup-kale,862,4,4,https://jalita.com/guidebook/cave/mangup.shtml
uzenbashskaya-tropa-po-otrogu-iograf-i-nagoryu,1013,4,4,https://jalita.com/guidebook/cave_crimea/iograf.shtml
ayu-dag-medved-gora,1010,3,3,https://jalita.com/guidebook/landscape/au-dag.shtml
besedka-vetrov-2,582,3,3,https://jalita.com/big_yalta/gurzuf/gurzuf_saddle.shtml
dubki-krymskogo-predgorya,688,3,3,https://jalita.com/guidebook/landscape/dubki.shtml
gurzuf,2182,3,2,https://jalita.com/big_yalta/gurzuf/literature_1.shtml
nikitskij-botanicheskij-sad,1530,3,3,https://jalita.com/guidebook/fortness/ruskofil-kale.shtml
prirodnye-dostoprimechatelnosti-simeiza,686,3,3,https://jalita.com/guidebook/landscape/rock_ifigenia.shtml
sandyk-kaya-gora,801,3,3,https://jalita.com/guidebook/fortness/sandyk-kaya.shtml
aj-nikola-gora,468,2,2,https://jalita.com/big_yalta/oreanda/kazak_veha.shtml
foros,772,2,2,https://jalita.com/big_yalta/simeiz/index.shtml
ke-105-peshhera,122,2,2,https://jalita.com/guidebook/cave_crimea/kizil-koba/describe.shtml
peshhera-adzhi-koba,379,2,2,https://jalita.com/guidebook/crimea/karabi-yayla_aerodrome.shtml
pushkinskij-kiparis,309,2,2,https://jalita.com/big_yalta/gurzuf/literature_1.shtml
simeiz,1834,2,2,https://jalita.com/guidebook/palace.shtml
simeiz-3,1834,2,2,https://jalita.com/guidebook/palace.shtml
tepe-kermen,582,2,2,https://jalita.com/guidebook/cave/tepe-kermen.shtml
aj-petrinskaya-yajla,402,1,1,https://jalita.com/big_yalta/alupka/reservoir_sikorskiy.shtml
angar-bogaz-angarskij-pereval,307,1,1,https://jalita.com/guidebook/bakhchisaray/svitskiy_korpus.shtml
dostoprimechatelnosti-aj-petri,445,1,1,https://jalita.com/guidebook/cave_crimea/trokhglazka.shtml
gora-dvuh-udodov-opuk,1013,1,1,https://jalita.com/guidebook/landscape/opuk.shtml
gurzufskaya-yajla,397,1,1,https://jalita.com/big_yalta/gurzuf/tavr_sanctuary.shtml
kamennye-parusniki-elken-kaya,765,1,1,https://jalita.com/guidebook/landscape/opuk.shtml
krymskoe-predgore,724,1,1,https://jalita.com/big_yalta/gurzuf/pushkin_grotto.shtml
livadijskij-park,1217,1,1,https://jalita.com/big_yalta/livadia/livadia.shtml
nikita-poselok,439,1,1,https://jalita.com/guidebook/alushta/zaprudnoe.shtml
ostanki-bizona-v-peshhere-emine-bair-hosar,212,1,1,https://jalita.com/guidebook/cave_crimea/emine-bair-hosar_index.shtml
peshhera-emine-bair-koba,501,1,1,https://jalita.com/guidebook/cave_crimea/kizil-koba/describe.shtml
peshhery-gory-basman,756,1,1,https://jalita.com/big_yalta/forest/basman_index.shtml
pirodnye-dostoprimechatelnosti,662,1,1,https://jalita.com/guidebook/landscape/juniper_forest.shtml
prirodnye-dostoprimechatelnosti-gurzufskogo-amfiteatra,532,1,1,https://jalita.com/guidebook/landscape/au-dag.shtml
rastitelnyj-mir-kryma,2584,1,1,https://jalita.com/guidebook/flora/pinus_nigra_pallasiana.shtml
skazanie-o-dzhanyke-iz-kyrk-ora,1191,1,1,https://jalita.com/guidebook/bakhchisaray/muzey_arkheologii_i_peshchernykh_gorodov.shtml
skulpturnaya-kompozitsiya-devushka-arzy-i-razbojnik-ali-baba-i-rusalka,205,1,1,https://jalita.com/big_yalta/alupka/ai-petry_monument_partizan.shtml
stratogaj,173,1,1,https://jalita.com/big_yalta/gurzuf/babugan-yaila_index.shtml
zimnie-tury-v-krymu,241,1,1,https://jalita.com/guidebook/bakhchisaray/grand_canyon_crimea.shtml
zolotaya-rossyp-u-chatyr-daga,1273,1,1,https://jalita.com/big_yalta/forest/chatyr-dag.shtml
200-let-simferopolyu,184,0,0,
70-let-sssr,115,0,0,
aj-nikolskaya-peshhera,639,0,0,
aj-petri-gora,918,0,0,
aj-petrinskij-meridian,164,0,0,
aj-petri-poezdki-na-goru-dobiraemsya-v-kompanii-i-individualno,1022,0,0,
aj-savva,429,0,0,
ak-kaya,291,0,0,
alimova-balka,381,0,0,
alminskij-memorial,366,0,0,
alminskoe-srazhenie,640,0,0,
alternativnaya-energetika,1134,0,0,
alupka-2,892,0,0,
alushtit,721,0,0,
a-m-gorkij-v-krymu,595,0,0,
arhitektura-vorontsovskogo-dvortsa-2,602,0,0,
armyanskaya-tserkov-v-yalte,377,0,0,
arpatskij-kanon,229,0,0,
artek,1250,0,0,
aryk-bashskaya-peshhera,142,0,0,
at-bash-gora,441,0,0,
averkieva-peshhera,194,0,0,
babuganskaya-peshhera,112,0,0,
bajdarskaya-dolina,815,0,0,
balka-sotera,321,0,0,
bashnya-choban-kule,413,0,0,
basman,816,0,0,
basman-3-im-golovkinskogo,184,0,0,
basman-5-im-dombrovskogo,231,0,0,
basman-6,150,0,0,
basman-7-im-bachinskogo,167,0,0,
batiliman-urochishhe,386,0,0,
bazarov-aleksandr-ivanovich,259,0,0,
belbekskaya-tisovaya-roshha,131,0,0,
belbekskij-kanon,309,0,0,
belbekskij-kanon-i-syujrenskaya-krepost,210,0,0,
besedka-vetrov,282,0,0,
beshujskie-kopi,947,0,0,
bezdonnaya-peshhera-kolodets,444,0,0,https://jalita.com/guidebook/cave_crimea/kizil-koba/describe.shtml
binbash-koba-tysyachegolovaya-peshhera,296,0,0,
bolshaya-yalta,431,0,0,https://jalita.com/guidebook/alushta/index.shtml
bolshoj-buzluk,315,0,0,https://jalita.com/guidebook/landscape/buzluk-koba.shtml
buhta-laspi,334,0,0,
bychya-peshhera,225,0,0,
chajnyj-domik,456,0,0,
cheremisovskie-vodopady,185,0,0,
cherez-sedam-kayu-na-aj-petri,916,0,0,
chernomorskij-kraevedcheskij-muzej,194,0,0,
chertova-lestnitsa-shajtan-merdven,987,0,0,https://jalita.com/guidebook/fortness/isar-kaya.shtml
chto-takoe-yajla,249,0,0,
chufut-kale,5453,0,0,https://jalita.com/guidebook/cave/uspenskiy.shtml
chufut-kale-2,430,0,0,
dacha-gorbacheva-v-forose-obekt-zarya,486,0,0,https://jalita.com/guidebook/gorbachev_foros.shtml
dacha-omyur,483,0,0,
danilcha-koba,336,0,0,
dasha-sevastopolskaya,471,0,0,
delikli-kaya,958,0,0,
demir-kapu,224,0,0,
derekojka-reka,490,0,0,
devlet-saraj,370,0,0,
dikie-tury-v-krymu,286,0,0,
dlinnaya-krepost,763,0,0,
dokolonizatsionnyj-period-geraklejskogo-poluostrova,801,0,0,
dolina-prividenij,567,0,0,
dom-muzej-shampanskih-vin-v-novom-svete,290,0,0,
doroga-yalta-aj-petri-bahchisaraj,256,0,0,
dostoprimechatelnosti-bahchisaraya-s-opisaniem-i-foto-v-krymu,265,0,0,
drevnij-belbek,325,0,0,
dubovaya-peshhera,98,0,0,
dubovaya-shahta,74,0,0,
dzhip-tur-chufut-kale,256,0,0,
dzhip-tur-ekskursiya-serdtsem-kryma,260,0,0,
dzhip-tur-po-peshhernym-gorodam-kryma,256,0,0,
dzhip-tur-po-vershinam-kryma,365,0,0,
dzhip-tury,1995,0,0,
echki-dag,368,0,0,
ekaterininskie-mili,326,0,0,
ekaterininskie-mili-2,617,0,0,
ekskursii-po-krymu,161,0,0,
ekskursii-po-krymu-s-luchshimi-tsenami-2019-iz-yalty-simferopolya-sevastopolya,653,0,0,
ekskursii-v-bahchisarae,523,0,0,
ekskursiya-puteshestvie-po-kachinskoj-doline-kryma,257,0,0,
ekskursiya-v-nikitskij-botanicheskij-sad,236,0,0,
eni-sala-2-koj,963,0,0,
eski-kermen-2,258,0,0,
fetta-gol,87,0,0,
fiziko-himicheskie-svojstva-kila,734,0,0,
fontan-noch,245,0,0,
fontan-rahil,291,0,0,
gde-v-krymu-pokatatsya-na-sankah-lyzhah-i-snoubordah,833,0,0,https://jalita.com/big_yalta/road/angarskiy_pass.shtml
genuezskaya-krepost-v-sudake,375,0,0,
geologiya-i-buhty-geraklejskogo-poluostrova,992,0,0,
geraklejskij-poluostrov,337,0,0,
gora-aj-georgij,315,0,0,
gora-aj-petri,416,0,0,
gora-ayu-dag-medved-gora,287,0,0,
gora-bakatash,294,0,0,
gora-chatyr-dag,478,0,0,
gora-demerdzhi,394,0,0,
gora-kara-dag-vulkanicheskij-massiv,404,0,0,
gora-kastel,320,0,0,
gora-koshka,208,0,0,
gora-koshka-2,380,0,0,
gora-krokodil,59,0,0,
gora-kuznets,574,0,0,
gora-paragilmen,688,0,0,
gora-perchem,360,0,0,
gora-roman-kosh,405,0,0,
gora-sandyk-kaya,288,0,0,
gora-sokol,133,0,0,
gosdacha-4-yusupovskij-dvorets,683,0,0,
gruppa-peshher-eni-sala,576,0,0,
gugerdzhin-hosar-golubinyj-kolodets,246,0,0,
gurzufskaya-buhta,417,0,0,
hajtarma,794,0,0,
hanskij-dvorets,485,0,0,
hory-na-geraklejskom-poluostrove,363,0,0,
hram-arhangelov-mihaila-i-gavriila,337,0,0,
hram-donatorov,385,0,0,
hram-hrista-spasitelya,354,0,0,
hram-ilii-proroka-v-solnechnoj-doline,545,0,0,
hram-pokrova-presvyatoj-bogoroditsy,521,0,0,
hrebet-drakon-ili-aj-yuri,235,0,0,
hristianstvo-v-krymu,358,0,0,
hrustalnyj-dvorets,672,0,0,
ifigeniya-v-tavride,1017,0,0,
individualnaya-ekskursiya-po-krymu-tur-bezlimitnyj,284,0,0,
individualnye-ekskursii-po-krymu,1351,0,0,
inkermanskij-peshhernyj-monastyr,550,0,0,
istoriko-kraevedcheskij-muzej-goroda-saki,665,0,0,
istoriya-issledovaniya-peshhery-mar-hosar-marchenko,896,0,0,
istoriya-nikitskogo-botanicheskogo-sada,1976,0,0,https://jalita.com/big_yalta/gurzuf/history_1.shtml
istoriya-veloturizma-v-krymu,522,0,0,
kachi-kalon,442,0,0,
kachi-kalon-i-skit-svyatoj-anastasii,207,0,0,
kak-voznikla-yalta,273,0,0,
kamnepadnaya-peshhera,100,0,0,
kanatnaya-doroga-mishor-aj-petri,557,0,0,
karabi-yajla,296,0,0,
karabi-yajla-2,888,0,0,
karani-hoba-peshhera,334,0,0,
karaul-kaya,84,0,0,
karaul-oba,256,0,0,
karstovaya-shahta-kyoppena,121,0,0,
kaskadnaya-peshhera-shahta,361,0,0,
katsiveli,553,0,0,
kemal-egerek,361,0,0,
kil,807,0,0,
kil-v-doline-kachi,249,0,0,
kil-v-meditsine,876,0,0,
kizil-kaya,209,0,0,
kizil-kaya-bogaz,145,0,0,
kiziltashskij-muzhskoj-monastyr,370,0,0,
klimat-na-massive-aj-petri,668,0,0,https://jalita.com/guidebook/bakhchisaray/grand_canyon_crimea.shtml
klimat-simeiza,549,0,0,
klimat-yuzhnogo-berega-kryma,960,0,0,
kokkozka-goluboy-pritok-reki-belbek-krymskogo-poluostrova,320,0,0,
kolodets-tik-kuyu,374,0,0,
kolonnada-v-nikitskom-botanicheskom-sadu,115,0,0,
konnye-tury-v-krymu,248,0,0,
koreiz,730,0,0,https://jalita.com/big_yalta/alupka/main_cabinet.shtml
koreizskaya-tropa,647,0,0,
korporativnyj-otdyh-v-krymu,292,0,0,
kosmo-damianovskij-istochnik,722,0,0,
k-peshhere-syundyurlyu-koba,693,0,0,
krepost-asandra,157,0,0,
krymbalskij-kamen-izvestnyak,819,0,0,
krym-kurortnyj,352,0,0,
krym-obshhie-svedeniya,1331,0,0,
krymskaya-peshhera,165,0,0,
krymskie-zemletryaseniya,960,0,0,
krymskie-zemletryaseniya-v-literature,235,0,0,
krymskoe-zemletryasenie-1927-goda,510,0,0,
kuchuk-isar,630,0,0,
kuchuk-kojskij-opolzen,295,0,0,
kuchuk-lambatskij-haos,275,0,0,
kurshlyuk-ubezhishha-na-bojke,316,0,0,
kurushlyuk-burun,72,0,0,
kutlakskaya-krepost,140,0,0,
legenda-o-kolybeli-spryatannoj-na-gore-basman,1018,0,0,
legenda-o-medved-gore,544,0,0,
legenda-o-vozniknovenii-georgievskogo-monastyrya,416,0,0,
legendy-kiziltasha,598,0,0,
legendy-mangup-kale,242,0,0,
lev-nikolaevich-tolstoj-v-gaspre,597,0,0,
livadijskij-organnyj-zal,325,0,0,
livadiya,1055,0,0,
lodochniki,393,0,0,
magobi-gora,676,0,0,
malaya-kaskadnaya-peshhera,157,0,0,
maltsovy-osnovateli-kurorta-simeiz,1710,0,0,
mamontova-peshhera,143,0,0,
mangup-kale,413,0,0,
massiv-bojka,901,0,0,
matuba,60,0,0,
mavzolej-abdel-aziz-babaa,284,0,0,
mavzolej-ben-yude-sultan,282,0,0,
mavzolej-eski-dyurbe,254,0,0,
melasskij-park,361,0,0,
meteostantsiya-karabi-yajla,165,0,0,
mikryukovy,149,0,0,
mogila-n-p-krivoshty,230,0,0,
molodezhnaya-peshhera,217,0,0,
moskovskaya,69,0,0,
mramornaya-peshhera,666,0,0,
muhalatka-sanatornoe-melas,591,0,0,
multiaktivnye-tury-po-krymu,805,0,0,
muzej-kamnya-partenit,126,0,0,
muzej-kosmonavtiki-v-arteke,335,0,0,
muzej-prirody-karadaga,84,0,0,
mys-ajya,539,0,0,
mys-alchak,421,0,0,
mys-ili,995,0,0,
mys-martyan,172,0,0,
mys-meganom,327,0,0,
mys-plaka,272,0,0,
mys-sarych,203,0,0,
mys-sarych-2,520,0,0,
mys-svyatoj-troitsy,627,0,0,
naberezhnaya-gurzufa,974,0,0,
nahimovskaya-shahta,171,0,0,
na-sedam-kayu-cherez-vodopad-serebryanye-strui,572,0,0,
neobychnye-mesta-v-krymu,785,0,0,
nikitskaya-rasselina,270,0,0,
nikitskaya-rasselina-2,826,0,0,
nikitskaya-rasshhelina,216,0,0,
nikitskaya-yajla,233,0,0,
nikitskij-pereval,94,0,0,
obval-v-kuchuk-koe-kuchuk-kojskij-opolzen,193,0,0,
ognennye-yavleniya-na-chernom-more-kipenie-morya,414,0,0,
opolznevoe,978,0,0,https://jalita.com/big_yalta/kastropol/index.shtml
o-rusalke-i-fontane-u-mishora,1089,0,0,https://jalita.com/big_yalta/mishor/index.shtml
otzyvy-o-ekskursiyah-bahchisaraj-kompanii-energy-tour,49,0,0,
palmovaya-alleya-v-nikitskom-botanicheskom-sadu,67,0,0,
pamyatnik-amet-hanu-sultanu,198,0,0,
pamyatniki-na-pole-alminskogo-srazheniya,908,0,0,
pamyatnik-koshke-v-gurzufe,235,0,0,
pamyatnik-yulianu-semenovu,486,0,0,
panea-skala,582,0,0,
parkovoe,472,0,0,https://jalita.com/big_yalta/kastropol/index.shtml
parkovoe-park,723,0,0,
partizanskaya-peshhera,533,0,0,
partizanskaya-rechka,1264,0,0,
pereval-gavrel-bogaz,203,0,0,
pereval-gurzufskoe-sedlo,861,0,0,
peshhera-afanaseva,55,0,0,
peshhera-aleshina-voda,433,0,0,
peshhera-bezdonnaya,320,0,0,
peshhera-binbash-koba,321,0,0,
peshhera-boj-chukan,45,0,0,
peshhera-druzhba,143,0,0,
peshhera-dublyanskogo,158,0,0,
peshhera-elektra,110,0,0,
peshhera-emine-bair-hosar,637,0,0,
peshhera-eni-sala-2,442,0,0,
peshhera-golubinaya,686,0,0,
peshhera-grifon-derivat-krasnoj-peshhery,597,0,0,
peshhera-grina,47,0,0,
peshhera-grot-kobazi,103,0,0,
peshhera-gvozdetskogo,275,0,0,
peshhera-hod-konem,834,0,0,
peshhera-imeni-radzievskogo,161,0,0,
peshhera-im-prof-bagrova,107,0,0,
peshhera-iograf,383,0,0,
peshhera-karabijskaya-1-telyachya,128,0,0,
peshhera-karabijskaya-2-im-kozina,100,0,0,
peshhera-karabijskaya-3,114,0,0,
peshhera-kara-murza,278,0,0,
peshhera-kirillovskaya,71,0,0,
peshhera-kopchinskogo,78,0,0,
peshhera-krasnaya-kizil-koba,416,0,0,
peshhera-lyu-hosar,123,0,0,
peshhera-mamina,257,0,0,
peshhera-mar-hosar-marchenko,409,0,0,
peshhera-mira,208,0,0,
peshhera-monastyr-chokrak-su-teshigi,484,0,0,https://jalita.com/guidebook/cave_crimea/kizil-koba/describe.shtml
peshhera-mramornaya,419,0,0,
peshhera-nassonova-anlyusha,162,0,0,
peshhera-pallasa,81,0,0,
peshhera-paniya,454,0,0,
peshhera-pastuhova,273,0,0,
peshhera-pestovskogo,39,0,0,
peshhera-preobrazhenskogo,178,0,0,
peshhera-sezam,206,0,0,
peshhera-shherbakova,65,0,0,
peshhera-skazka,84,0,0,
peshhera-soldatskaya,711,0,0,
peshhera-syundyurlyu-kobasy,371,0,0,
peshhera-terpi-koba,216,0,0,
peshhera-trehglazka,312,0,0,
peshhera-tysyachegolovaya-na-chatyr-dage,713,0,0,
peshhera-uzundzha,277,0,0,
peshhera-vahrusheva,83,0,0,
peshhera-viola-egiz-tinah-3,93,0,0,
peshhera-vyalova,271,0,0,
peshhera-vysotskogo,68,0,0,
peshhera-yubilejnaya,125,0,0,
peshhera-zajtseva,110,0,0,
peshhera-zhyoltaya-sary-koba,228,0,0,
peshhernyj-gorod-bakla,399,0,0,
peshhernyj-gorod-chufut-kale,458,0,0,
peshhernyj-gorod-eski-kermen,411,0,0,
peshhernyj-gorod-kalamita,556,0,0,
peshhernyj-gorod-kyz-kermen,396,0,0,
peshhernyj-gorod-tepe-kermen,458,0,0,
peshhernyj-monastyr-chelter-koba,417,0,0,
peshhernyj-monastyr-chelter-marmara,388,0,0,
peshhernyj-monastyr-shuldan,387,0,0,
peshhery-na-karabi-yajla,749,0,0,
peshie-tury-v-krymu,1037,0,0,
poezdka-iz-yalty-v-simferopol,1142,0,0,
poleznye-iskopaemye-kryma,1605,0,0,
polyana-kermen-na-gore-basman,356,0,0,
po-mestam-sily-sokrashhennyj,269,0,0,
poseleniya-bojki,453,0,0,
pravila-bronirovanija-turov,220,0,0,
pravila-peresecheniya-granitsy-ukrainy,1086,0,0,
prekrasnaya-feodora,1109,0,0,
prirodnye-dostoprimechatelnosti,594,0,0,
prisoedinenie-kryma-k-rossii-v-2014-godu,1448,0,0,
profsoyuznaya-peshhera,123,0,0,
progulka-na-goru-koshka,727,0,0,
proishozhdenie-nazvaniya-bolshaya-yalta,386,0,0,
proval-peshhera,354,0,0,
pushkinskaya-tropa-doroga-nikuda,518,0,0,
pushkinskaya-tropa-doroga-nikuda-2,514,0,0,
pushkinskij-dub,156,0,0,
puteshestvie-po-kachinskoj-doline,280,0,0,
put-v-yaltu-ekskursiya-po-doroge-simferopol-yalta,727,0,0,
rasteniya-nikitskogo-botanicheskogo-sada,447,0,0,
rastitelnyj-mir-na-syuyuryu-kaya,483,0,0,
reka-auzun-uzen,350,0,0,
restavratsiya-lastochkinogo-gnezda,553,0,0,
rezonansnaya-peshhera,107,0,0,
rimskaya-doroga-kalendskaya-tropa,785,0,0,
romanticheskie-ugolki-kryma-mesta-dlya-potseluev,109,0,0,
safari-progulki-na-vnedorozhnikah-i-dzhipah-po-krymu-v-2020,265,0,0,
sarychskij-forosskij-mayak,680,0,0,
sedam-kaya-orlinyj-zalet,545,0,0,
serebryanaya-besedka,162,0,0,
sevastopolskaya-peshhera,165,0,0,
sfinksy-krepost-i-marsianskoe-ozero,294,0,0,
shahta-gablitsa,96,0,0,
shahta-imeni-a-a-krubera,231,0,0,
shahta-im-norbera-kastere,216,0,0,
shahta-im-v-g-eny,268,0,0,
shahta-kristalnaya-peshhera-maksimovicha,217,0,0,
shahta-morozova,90,0,0,
shahta-syuyuryu-kaya,153,0,0,
shahta-troitskogo-harkovskaya,73,0,0,
shahta-vulfa,80,0,0,
shahty-chair-krymskij-ischeznuvshee-selo-kryma,556,0,0,
shherbakov-mihail-fedorovich,153,0,0,
simeiz-2,1511,0,0,https://jalita.com/big_yalta/simeiz/ponizovka.shtml
simeizskaya-observatoriya,750,0,0,
skala-biyuk-isar,380,0,0,
skala-diva,216,0,0,
skala-diva-2,353,0,0,https://jalita.com/guidebook/legends/index.shtml
skala-diva-monah-i-koshka,339,0,0,
skala-krest-ili-skala-krestovaya,259,0,0,
skala-parus,297,0,0,
skala-shalyapina,181,0,0,
skala-shishko,265,0,0,
skala-svidanij,382,0,0,
skaly-adalary,195,0,0,
skelskaya-peshhera,435,0,0,
skelskaya-peshhera-2,444,0,0,https://jalita.com/guidebook/landscape/skelsk_cave.shtml
sklep-berezinyh-v-suuk-su,1124,0,0,
snezhnaya-peshhera,122,0,0,
soldatskaya-peshhera,395,0,0,
soldatskaya-shahta,556,0,0,
solnechnaya-tropa-tsarskaya-tropa,862,0,0,https://jalita.com/big_yalta/livadia/dvorets.shtml
sotira-gora,100,0,0,
speleoturizm-v-krymu,331,0,0,
stavrikajskaya-peshhera,124,0,0,
stratogaj-gol-1,181,0,0,
stratogaj-gol-2,101,0,0,
studencheskaya-shahta,403,0,0,
suuk-koba,339,0,0,
suvorovskaya-peshhera,171,0,0,
svyato-uspenskij-peshhernyj-monastyr-v-krymu,366,0,0,
syujrenskaya-krepost,266,0,0,
syundyurlyu-koba-potuhshaya-peshhera,590,0,0,
syuyuryu-kaya,401,0,0,
syuyuryu-kaya-skala,394,0,0,https://jalita.com/guidebook/fortness/suuru-kaya_isar.shtml
taj-koba-gora,211,0,0,
tamozhnya-ukrainy,1157,0,0,
taraktash,311,0,0,
tatar-jolu,118,0,0,
tavricheskaya-uchyonaya-arhivnaya-komissiya-tuak,784,0,0,
tavrskaya-peshhera,519,0,0,
tepe-kermen-2,252,0,0,
treshhinnaya-im-dorofeeva-shahta,200,0,0,
tri-religii,326,0,0,
tropa-gavrel-bogaz,60,0,0,
tropa-kurchatova,390,0,0,
tsabel-nikolaj-egorovich,149,0,0,
tury-na-kvadrotsiklah-v-krymu,416,0,0,
tury-vyhodnogo-dnya-v-krymu,495,0,0,
tyulpany-v-krymu,821,0,0,
urochishhe-ayazma,430,0,0,
ushakovskaya-peshhera,157,0,0,
uspenskij-monastyr,282,0,0,
ustreya-bogaz-astreya-bogaz-nikitskij-bogaz,75,0,0,
vanna-molodosti-kara-gol,411,0,0,
vanny-molodosti-v-krymu,645,0,0,
velotury-v-krymu,2790,0,0,
venta,140,0,0,
vernadskogo-shahta,122,0,0,
vglub-zmeinoj-peshhery,445,0,0,
vizovskaya-peshhera,107,0,0,
vodopad-dzhur-dzhur,240,0,0,
vodopad-kobalar-kozyrek-peshhernyj-ovrag,174,0,0,
vodopad-kozyrek,253,0,0,
vodopad-serebryanye-strui,664,0,0,
vorontsovskij-dvorets,75,0,0,
yalta,1187,0,0,
yalta-2,1396,0,0,
yaltinskaya-peshhera,177,0,0,
yaltinskaya-yajla,248,0,0,https://jalita.com/guidebook/cave_crimea/iograf.shtml
yaltinskij-port,628,0,0,
yusupovskij-dvorets,363,0,0,https://jalita.com/guidebook/bakhchisaray/sokolinoe_yusupov_dom.shtml
yusupovskoe-ozero,240,0,0,
yuzhnyj-bereg-kryma,684,0,0,https://jalita.com/guidebook/bakhchisaray/alimov_pictures.shtml
zamok-kyz-kule,390,0,0,
zapovednik-mys-martyan,1598,0,0,
zemletryasenie-1927-goda-v-alushte,845,0,0,
zemletryasenie-1927-goda-v-sevastopole,1030,0,0,
zmeinaya-peshhera,367,0,0,
